document_id,author_id,author_role,team,department,created_date,updated_date,approval_status,approval_date,version,status,authority_level,confidentiality_level,document_type,source_type,review_frequency,next_review_date
DOC-0503,emp_520,Engineer,Platform Core Team,Platform,2025-10-28,2025-11-29,Under Review,,2.1,Draft,Engineer,Internal,Security Recommendation,Git Markdown,Annual,2026-11-29
DOC-0504,emp_128,Architecture Team,Engineering Core Team,Engineering,2025-06-21,2025-11-26,Rejected,,2.1,Draft,Architecture Team,Public,Project Documentation,Confluence,Annual,2026-11-26
DOC-0505,emp_280,Unverified,Product Core Team,Product,2026-05-28,2026-07-29,Approved,2026-07-29,1.1,Active,Unverified,Restricted,Architecture Decision Record,Git Markdown,Annual,2027-07-29
DOC-0506,emp_959,Engineer,DevOps Core Team,DevOps,2022-04-29,2022-12-14,Approved,2022-12-14,3.2,Active,Engineer,Restricted,Engineering Note,Confluence,Annual,2023-12-14
DOC-0507,emp_952,Senior Engineer,Product Core Team,Product,2025-02-18,2026-03-24,Under Review,,1.0,Draft,Senior Engineer,Public,Draft Document,Git Markdown,Annual,2027-03-24
DOC-0508,emp_646,Project Notes,Architecture Core Team,Architecture,2024-12-03,2025-03-28,Draft,,2.2,Draft,Project Notes,Internal,Security Recommendation,Confluence,Annual,2026-03-28
DOC-0509,emp_121,Principal Engineer,Security Core Team,Security,2021-03-13,2025-11-30,Approved,2025-11-30,3.0,Active,Principal Engineer,Restricted,Draft Document,Git Markdown,Annual,2026-11-30
DOC-0510,emp_987,Unverified,DevOps Core Team,DevOps,2025-10-23,2026-06-06,Rejected,,2.1,Superseded,Unverified,Restricted,Project Documentation,Confluence,Annual,2027-06-06
DOC-0511,emp_746,Project Notes,Platform Core Team,Platform,2025-12-07,2026-07-02,Rejected,,2.0,Draft,Project Notes,Confidential,Security Recommendation,Git Markdown,Annual,2027-07-02
DOC-0512,emp_815,Senior Architect,Security Core Team,Security,2023-11-03,2024-01-09,Draft,,3.2,Draft,Senior Architect,Restricted,Meeting Decision,Confluence,Annual,2025-01-08
DOC-0513,emp_910,Project Notes,DevOps Core Team,DevOps,2021-01-07,2023-04-07,Under Review,,2.2,Draft,Project Notes,Public,Engineering Note,Git Markdown,Annual,2024-04-06
DOC-0514,emp_562,Senior Engineer,Platform Core Team,Platform,2025-11-24,2026-05-31,Under Review,,3.2,Draft,Senior Engineer,Restricted,Policy,Confluence,Annual,2027-05-31
DOC-0515,emp_954,Engineer,Platform Core Team,Platform,2022-04-05,2022-05-17,Approved,2022-05-17,3.2,Active,Engineer,Internal,Draft Document,Git Markdown,Annual,2023-05-17
DOC-0516,emp_510,Architecture Board,DevOps Core Team,DevOps,05/29/2023,2024-11-11,Under Review,,2.0,Superseded,Architecture Board,Public,Draft Document,Confluence,Annual,2025-11-11
DOC-0517,emp_329,Chief Architect,DevOps Core Team,DevOps,2022-01-26,2026-06-15,Draft,,2.1,Draft,Chief Architect,Internal,Project Documentation,Git Markdown,Annual,2027-06-15
DOC-0518,emp_284,Engineer,Architecture Core Team,Architecture,2025-06-11,2025-08-24,Approved,2025-08-24,2.0,Active,Engineer,Confidential,Standard,Confluence,Annual,2026-08-24
DOC-0519,emp_580,Architecture Board,Security Core Team,Security,2025-11-20,2026-02-10,Rejected,,3.1,Draft,Architecture Board,Confidential,Engineering Note,Git Markdown,Annual,2027-02-10
DOC-0520,emp_340,Senior Engineer,Engineering Core Team,Engineering,2026-02-04,2026-05-05,Approved,2026-05-05,3.2,Superseded,Senior Engineer,Confidential,Policy,Confluence,Annual,2027-05-05
DOC-0521,emp_366,Senior Architect,Data Engineering Core Team,Data Engineering,2023-10-29,2025-03-16,Draft,,1.0,Draft,Senior Architect,Restricted,Engineering Note,Git Markdown,Annual,2026-03-16
DOC-0522,emp_611,Senior Architect,Architecture Core Team,Architecture,2025-03-12,2025-09-12,Rejected,,2.2,Draft,Senior Architect,Restricted,Meeting Decision,Confluence,Annual,2026-09-12
DOC-0523,emp_669,Senior Architect,DevOps Core Team,DevOps,2021-04-19,2022-05-10,Under Review,,1.0,Superseded,Senior Architect,Confidential,Policy,Git Markdown,Annual,2023-05-10
DOC-0524,emp_465,Project Notes,Security Core Team,Security,2023-09-21,2026-04-15,Rejected,,3.0,Superseded,Project Notes,Public,Deprecated Document,Confluence,Annual,2027-04-15
DOC-0525,emp_942,Unverified,Product Core Team,Product,2024-02-28,2026-01-07,Under Review,,1.2,Draft,Unverified,Internal,Meeting Decision,Git Markdown,Annual,2027-01-07
DOC-0526,emp_391,Architecture Board,Engineering Core Team,Engineering,2023-03-19,2025-04-22,Approved,2025-04-22,1.0,Active,Architecture Board,Public,Technical Design Document,Confluence,Annual,2026-04-22
DOC-0527,emp_437,Architecture Board,DevOps Core Team,DevOps,2024-09-05,2026-06-04,Rejected,,3.2,Draft,Architecture Board,Internal,Architecture Decision Record,Git Markdown,Annual,2027-06-04
DOC-0528,emp_660,Chief Architect,Architecture Core Team,Architecture,02/21/2023,2023-08-29,Rejected,,1.1,Draft,Chief Architect,Public,Draft Document,Confluence,Annual,2024-08-28
DOC-0529,emp_223,Senior Architect,Security Core Team,Security,2023-10-03,2026-03-06,Draft,,3.0,Draft,Senior Architect,Restricted,Meeting Decision,Git Markdown,Annual,2027-03-06
DOC-0530,emp_587,Engineer,Security Core Team,Security,2024-02-28,2025-11-03,Rejected,,2.1,Superseded,Engineer,Internal,Meeting Decision,Confluence,Annual,2026-11-03
DOC-0531,emp_763,Architecture Team,Architecture Core Team,Architecture,2026-03-22,2026-07-26,Approved,2026-07-26,2.0,Active,Architecture Team,Confidential,Engineering Note,Git Markdown,Annual,2027-07-26
DOC-0532,emp_537,Unverified,Product Core Team,Product,2024-03-10,2024-04-27,Approved,2024-04-27,3.0,Active,Unverified,Confidential,Meeting Decision,Confluence,Annual,2025-04-27
DOC-0533,emp_699,Principal Engineer,Architecture Core Team,Architecture,2025-04-24,2026-01-06,Approved,2026-01-06,3.1,Superseded,Principal Engineer,Internal,Technical Design Document,Git Markdown,Annual,2027-01-06
DOC-0534,emp_701,Senior Engineer,Security Core Team,Security,2025-04-01,2026-03-10,Rejected,,2.1,Draft,Senior Engineer,Internal,Policy,Confluence,Annual,2027-03-10
DOC-0535,emp_647,Engineer,Product Core Team,Product,2021-01-12,2023-03-31,Approved,2023-03-31,3.1,Superseded,Engineer,Confidential,Architecture Decision Record,Git Markdown,Annual,2024-03-30
DOC-0536,emp_807,Senior Engineer,Security Core Team,Security,2025-07-06,2025-12-07,Approved,2025-12-07,1.0,Active,Senior Engineer,Public,Standard,Confluence,Annual,2026-12-07
DOC-0537,emp_764,Project Notes,Engineering Core Team,Engineering,2024-08-23,2025-04-27,Rejected,,3.0,Draft,Project Notes,Public,Engineering Note,Git Markdown,Annual,2026-04-27
DOC-0538,emp_256,Senior Architect,Engineering Core Team,Engineering,2026-05-28,2026-07-29,Rejected,,2.2,Superseded,Senior Architect,Internal,Policy,Confluence,Annual,2027-07-29
DOC-0539,emp_745,Chief Architect,Architecture Core Team,Architecture,06/29/2026,2026-07-25,Rejected,,3.2,Draft,Chief Architect,Restricted,Standard,Git Markdown,Annual,2027-07-25
DOC-0540,emp_831,Architecture Team,DevOps Core Team,DevOps,2023-12-18,2024-01-06,Rejected,,3.0,Draft,Architecture Team,Restricted,Architecture Decision Record,Confluence,Annual,2025-01-05
DOC-0541,emp_814,Project Notes,Security Core Team,Security,2021-02-12,2022-01-08,Draft,,2.1,Draft,Project Notes,Confidential,Standard,Git Markdown,Annual,2023-01-08
DOC-0542,emp_400,Senior Architect,Data Engineering Core Team,Data Engineering,2026-05-20,2026-07-12,Draft,,1.2,Draft,Senior Architect,Internal,Standard,Confluence,Annual,2027-07-12
DOC-0543,emp_260,Architecture Team,Platform Core Team,Platform,2023-10-05,2024-04-28,Rejected,,2.1,Draft,Architecture Team,Internal,Draft Document,Git Markdown,Annual,2025-04-28
DOC-0544,emp_278,Senior Architect,Architecture Core Team,Architecture,2021-03-07,2025-09-14,Draft,,3.0,Draft,Senior Architect,Public,Deprecated Document,Confluence,Annual,2026-09-14
DOC-0545,emp_373,Unverified,Architecture Core Team,Architecture,2025-10-14,2026-07-04,Approved,2026-07-04,2.1,Active,Unverified,Public,Engineering Note,Git Markdown,Annual,2027-07-04
DOC-0546,emp_142,Unverified,Product Core Team,Product,2021-08-04,2022-07-12,Approved,2022-07-12,2.0,Active,Unverified,Restricted,Deprecated Document,Confluence,Annual,2023-07-12
DOC-0547,emp_762,Senior Architect,Product Core Team,Product,2022-11-17,2023-08-26,Approved,2023-08-26,2.1,Active,Senior Architect,Public,Security Recommendation,Git Markdown,Annual,2024-08-25
DOC-0548,emp_372,Chief Architect,Data Engineering Core Team,Data Engineering,2025-01-04,2026-03-04,Draft,,1.0,Draft,Chief Architect,Confidential,Security Recommendation,Confluence,Annual,2027-03-04
DOC-0549,emp_913,Unverified,Security Core Team,Security,2026-04-17,2026-04-20,Rejected,,1.2,Draft,Unverified,Public,Security Recommendation,Git Markdown,Annual,2027-04-20
DOC-0550,emp_776,Architecture Board,Engineering Core Team,Engineering,2026-01-23,2026-06-19,Approved,2026-06-19,3.2,Active,Architecture Board,Restricted,Engineering Note,Confluence,Annual,2027-06-19
DOC-0551,emp_108,Senior Engineer,Architecture Core Team,Architecture,2026-01-18,2026-06-02,Under Review,,2.2,Draft,Senior Engineer,Internal,Meeting Decision,Git Markdown,Annual,2027-06-02
DOC-0552,emp_894,Engineer,Security Core Team,Security,2025-12-10,2026-02-25,Approved,2026-02-25,2.1,Superseded,Engineer,Internal,Project Documentation,Confluence,Annual,2027-02-25
DOC-0553,emp_448,Unverified,Data Engineering Core Team,Data Engineering,2021-02-17,2021-04-15,Draft,,2.2,Draft,Unverified,Confidential,Engineering Note,Git Markdown,Annual,2022-04-15
DOC-0554,emp_462,Unverified,Architecture Core Team,Architecture,2021-04-08,2025-07-05,Approved,2025-07-05,3.2,Active,Unverified,Public,Technical Design Document,Confluence,Annual,2026-07-05
DOC-0555,emp_406,Senior Engineer,DevOps Core Team,DevOps,2024-09-27,2026-05-06,Under Review,,3.2,Draft,Senior Engineer,Internal,Meeting Decision,Git Markdown,Annual,2027-05-06
DOC-0556,emp_200,Project Notes,Product Core Team,Product,2024-12-28,2026-03-08,Rejected,,1.1,Superseded,Project Notes,Internal,Engineering Note,Confluence,Annual,2027-03-08
DOC-0557,emp_631,Unverified,Data Engineering Core Team,Data Engineering,2025-11-21,2026-01-27,Rejected,,2.2,Draft,Unverified,Confidential,Standard,Git Markdown,Annual,2027-01-27
DOC-0558,emp_828,Project Notes,Data Engineering Core Team,Data Engineering,2021-09-22,2025-09-03,Approved,2025-09-03,2.1,Active,Project Notes,Public,Policy,Confluence,Annual,2026-09-03
DOC-0559,emp_223,Chief Architect,Data Engineering Core Team,Data Engineering,2024-03-16,2025-01-06,Approved,2025-01-06,1.1,Active,Chief Architect,Restricted,Security Recommendation,Git Markdown,Annual,2026-01-06
DOC-0560,emp_902,Senior Architect,Product Core Team,Product,05/14/2023,2023-08-21,Draft,,1.0,Draft,Senior Architect,Confidential,Draft Document,Confluence,Annual,2024-08-20
DOC-0561,emp_686,Project Notes,Engineering Core Team,Engineering,2024-03-04,2025-06-10,Rejected,,3.2,Draft,Project Notes,Internal,Meeting Decision,Git Markdown,Annual,2026-06-10
DOC-0562,emp_987,Senior Architect,Security Core Team,Security,2021-07-02,2025-12-26,Rejected,,2.1,Draft,Senior Architect,Public,Security Recommendation,Confluence,Annual,2026-12-26
DOC-0563,emp_685,Architecture Board,Engineering Core Team,Engineering,2024-02-24,2025-12-15,Approved,2025-12-15,1.0,Active,Architecture Board,Public,Meeting Decision,Git Markdown,Annual,2026-12-15
DOC-0564,emp_284,Unverified,Engineering Core Team,Engineering,2022-07-18,2023-09-12,Under Review,,3.1,Draft,Unverified,Public,Architecture Decision Record,Confluence,Annual,2024-09-11
DOC-0565,emp_448,Architecture Board,Engineering Core Team,Engineering,2022-01-05,2024-05-03,Approved,2024-05-03,2.1,Active,Architecture Board,Restricted,Standard,Git Markdown,Annual,2025-05-03
DOC-0566,emp_361,Senior Architect,Architecture Core Team,Architecture,2021-11-12,2023-08-02,Rejected,,1.2,Draft,Senior Architect,Restricted,Technical Design Document,Confluence,Annual,2024-08-01
DOC-0567,emp_522,Senior Architect,Engineering Core Team,Engineering,2022-06-13,2024-07-21,Approved,2024-07-21,1.2,Superseded,Senior Architect,Internal,Security Recommendation,Git Markdown,Annual,2025-07-21
DOC-0568,emp_575,Senior Engineer,Architecture Core Team,Architecture,2023-04-14,2023-08-26,Rejected,,3.0,Superseded,Senior Engineer,Public,Deprecated Document,Confluence,Annual,2024-08-25
DOC-0569,emp_681,Principal Engineer,Platform Core Team,Platform,2023-07-03,2023-12-21,Under Review,,1.1,Draft,Principal Engineer,Internal,Standard,Git Markdown,Annual,2024-12-20
DOC-0570,emp_932,Architecture Board,Security Core Team,Security,2026-05-23,2026-06-29,Under Review,,2.1,Superseded,Architecture Board,Restricted,Policy,Confluence,Annual,2027-06-29
DOC-0571,emp_388,Unverified,DevOps Core Team,DevOps,2021-11-27,2026-01-18,Approved,2026-01-18,2.2,Active,Unverified,Public,Architecture Decision Record,Git Markdown,Annual,2027-01-18
DOC-0572,emp_750,Senior Engineer,Platform Core Team,Platform,2026-06-30,2026-07-28,Draft,,2.1,Draft,Senior Engineer,Internal,Meeting Decision,Confluence,Annual,2027-07-28
DOC-0573,emp_104,Project Notes,Platform Core Team,Platform,2024-10-09,2025-04-04,Rejected,,3.0,Draft,Project Notes,Public,Architecture Decision Record,Git Markdown,Annual,2026-04-04
DOC-0574,emp_932,Senior Engineer,DevOps Core Team,DevOps,2025-08-22,2026-06-25,Draft,,3.0,Draft,Senior Engineer,Public,Standard,Confluence,Annual,2027-06-25
DOC-0575,emp_796,Principal Engineer,Platform Core Team,Platform,2022-01-28,2022-07-31,Draft,,1.0,Draft,Principal Engineer,Confidential,Security Recommendation,Git Markdown,Annual,2023-07-31
DOC-0576,emp_300,Architecture Board,DevOps Core Team,DevOps,2021-08-16,2026-07-02,Draft,,2.0,Draft,Architecture Board,Internal,Standard,Confluence,Annual,2027-07-02
DOC-0577,emp_702,Chief Architect,Data Engineering Core Team,Data Engineering,2025-03-08,2025-05-13,Under Review,,3.0,Draft,Chief Architect,Restricted,Engineering Note,Git Markdown,Annual,2026-05-13
DOC-0578,emp_564,Unverified,Data Engineering Core Team,Data Engineering,2026-04-05,2026-05-29,Approved,2026-05-29,2.1,Active,Unverified,Confidential,Architecture Decision Record,Confluence,Annual,2027-05-29
DOC-0579,emp_148,Architecture Team,Architecture Core Team,Architecture,2026-02-24,2026-06-11,Rejected,,2.0,Draft,Architecture Team,Restricted,Meeting Decision,Git Markdown,Annual,2027-06-11
DOC-0580,emp_355,Chief Architect,Platform Core Team,Platform,2021-12-03,2023-10-08,Approved,2023-10-08,1.0,Active,Chief Architect,Confidential,Project Documentation,Confluence,Annual,2024-10-07
DOC-0581,emp_210,Architecture Team,Product Core Team,Product,2022-05-04,2024-03-31,Approved,2024-03-31,3.0,Active,Architecture Team,Public,Policy,Git Markdown,Annual,2025-03-31
DOC-0582,emp_162,Chief Architect,Security Core Team,Security,2023-02-12,2024-11-14,Approved,2024-11-14,1.1,Active,Chief Architect,Public,Architecture Decision Record,Confluence,Annual,2025-11-14
DOC-0583,emp_153,Unverified,DevOps Core Team,DevOps,2025-10-07,2026-04-20,Approved,2026-04-20,2.0,Active,Unverified,Public,Meeting Decision,Git Markdown,Annual,2027-04-20
DOC-0584,emp_766,Senior Engineer,Data Engineering Core Team,Data Engineering,2023-07-19,2026-06-12,Draft,,1.0,Draft,Senior Engineer,Public,Architecture Decision Record,Confluence,Annual,2027-06-12
DOC-0585,emp_531,Senior Engineer,Platform Core Team,Platform,2025-01-24,2026-04-24,Under Review,,1.0,Draft,Senior Engineer,Internal,Policy,Git Markdown,Annual,2027-04-24
DOC-0586,emp_894,Unverified,Architecture Core Team,Architecture,2021-10-29,2024-06-16,Draft,,2.1,Draft,Unverified,Public,Engineering Note,Confluence,Annual,2025-06-16
DOC-0587,emp_452,Engineer,Platform Core Team,Platform,2026-06-23,2026-07-05,Under Review,,2.0,Draft,Engineer,Confidential,Project Documentation,Git Markdown,Annual,2027-07-05
DOC-0588,emp_528,Principal Engineer,Architecture Core Team,Architecture,2021-11-29,2022-07-01,Rejected,,1.1,Draft,Principal Engineer,Internal,Security Recommendation,Confluence,Annual,2023-07-01
DOC-0589,emp_592,Architecture Team,Data Engineering Core Team,Data Engineering,07/12/2025,2026-07-25,Rejected,,1.0,Draft,Architecture Team,Restricted,Security Recommendation,Git Markdown,Annual,2027-07-25
DOC-0590,emp_299,Project Notes,Platform Core Team,Platform,2026-02-13,2026-05-16,Approved,2026-05-16,1.0,Active,Project Notes,Restricted,Draft Document,Confluence,Annual,2027-05-16
DOC-0591,emp_300,Senior Architect,Product Core Team,Product,2021-12-27,2023-06-16,Approved,2023-06-16,3.0,Superseded,Senior Architect,Confidential,Architecture Decision Record,Git Markdown,Annual,2024-06-15
DOC-0592,emp_478,Architecture Team,Architecture Core Team,Architecture,2024-09-15,2025-03-09,Rejected,,1.0,Draft,Architecture Team,Internal,Security Recommendation,Confluence,Annual,2026-03-09
DOC-0593,emp_425,Senior Engineer,Data Engineering Core Team,Data Engineering,2023-05-30,2024-10-11,Approved,2024-10-11,3.0,Active,Senior Engineer,Restricted,Draft Document,Git Markdown,Annual,2025-10-11
DOC-0594,emp_971,Senior Architect,Product Core Team,Product,2026-06-07,2026-07-14,Rejected,,1.1,Draft,Senior Architect,Public,Deprecated Document,Confluence,Annual,2027-07-14
DOC-0595,emp_631,Project Notes,Data Engineering Core Team,Data Engineering,2022-01-02,2023-10-23,Draft,,2.2,Draft,Project Notes,Confidential,Policy,Git Markdown,Annual,2024-10-22
DOC-0596,emp_324,Architecture Team,Data Engineering Core Team,Data Engineering,2023-07-15,2024-11-06,Rejected,,2.1,Draft,Architecture Team,Internal,Project Documentation,Confluence,Annual,2025-11-06
DOC-0597,emp_555,Principal Engineer,Platform Core Team,Platform,2022-12-22,2024-04-06,Approved,2024-04-06,3.1,Active,Principal Engineer,Confidential,Deprecated Document,Git Markdown,Annual,2025-04-06
DOC-0598,emp_491,Principal Engineer,Security Core Team,Security,2022-01-03,2024-06-25,Under Review,,1.1,Draft,Principal Engineer,Public,Architecture Decision Record,Confluence,Annual,2025-06-25
DOC-0599,emp_200,Architecture Team,Engineering Core Team,Engineering,2021-05-27,2023-06-03,Approved,2023-06-03,2.0,Active,Architecture Team,Restricted,Technical Design Document,Git Markdown,Annual,2024-06-02
DOC-0600,emp_975,Senior Architect,Architecture Core Team,Architecture,2026-02-12,2026-04-19,Approved,2026-04-19,2.1,Active,Senior Architect,Confidential,Deprecated Document,Confluence,Annual,2027-04-19
DOC-0601,emp_333,Engineer,Security Core Team,Security,2025-01-21,2025-08-23,Rejected,,3.2,Draft,Engineer,Confidential,Project Documentation,Git Markdown,Annual,2026-08-23
DOC-0602,emp_888,Engineer,Product Core Team,Product,2022-03-06,2024-08-20,Approved,2024-08-20,3.0,Active,Engineer,Restricted,Standard,Confluence,Annual,2025-08-20
DOC-0603,emp_529,Architecture Team,Architecture Core Team,Architecture,2024-11-05,2025-12-23,Draft,,1.2,Draft,Architecture Team,Public,Standard,Git Markdown,Annual,2026-12-23
DOC-0604,emp_309,Engineer,DevOps Core Team,DevOps,2021-05-11,2024-05-09,Rejected,,1.1,Draft,Engineer,Confidential,Standard,Confluence,Annual,2025-05-09
DOC-0605,emp_946,Architecture Board,DevOps Core Team,DevOps,2023-09-28,2023-11-21,Under Review,,2.1,Draft,Architecture Board,Internal,Draft Document,Git Markdown,Annual,2024-11-20
DOC-0606,emp_111,Unverified,Engineering Core Team,Engineering,2022-11-01,2025-02-19,Under Review,,1.2,Draft,Unverified,Confidential,Engineering Note,Confluence,Annual,2026-02-19
DOC-0607,emp_542,Principal Engineer,Product Core Team,Product,2021-11-22,2025-04-11,Draft,,3.2,Draft,Principal Engineer,Confidential,Policy,Git Markdown,Annual,2026-04-11
DOC-0608,emp_638,Architecture Team,Engineering Core Team,Engineering,2026-02-08,2026-07-03,Rejected,,3.0,Draft,Architecture Team,Public,Security Recommendation,Confluence,Annual,2027-07-03
DOC-0609,emp_727,Engineer,DevOps Core Team,DevOps,2023-05-01,2024-09-22,Under Review,,3.1,Draft,Engineer,Confidential,Engineering Note,Git Markdown,Annual,2025-09-22
DOC-0610,emp_991,Architecture Team,Security Core Team,Security,2022-07-15,2026-01-21,Draft,,1.2,Draft,Architecture Team,Internal,Engineering Note,Confluence,Annual,2027-01-21
DOC-0611,emp_616,Chief Architect,Architecture Core Team,Architecture,04/20/2023,2025-10-29,Under Review,,3.0,Draft,Chief Architect,Confidential,Security Recommendation,Git Markdown,Annual,2026-10-29
DOC-0612,emp_863,Senior Engineer,Security Core Team,Security,2025-10-19,2026-01-26,Rejected,,2.0,Superseded,Senior Engineer,Internal,Standard,Confluence,Annual,2027-01-26
DOC-0613,emp_772,Unverified,Engineering Core Team,Engineering,2025-01-01,2026-03-25,Under Review,,2.0,Draft,Unverified,Internal,Project Documentation,Git Markdown,Annual,2027-03-25
DOC-0614,emp_179,Senior Architect,Engineering Core Team,Engineering,2024-10-19,2025-07-25,Under Review,,1.0,Draft,Senior Architect,Public,Architecture Decision Record,Confluence,Annual,2026-07-25
DOC-0615,emp_806,Engineer,Engineering Core Team,Engineering,2023-06-29,2023-10-14,Approved,2023-10-14,2.0,Superseded,Engineer,Internal,Meeting Decision,Git Markdown,Annual,2024-10-13
DOC-0616,emp_445,Architecture Board,Security Core Team,Security,10/24/2024,2024-12-27,Approved,2024-12-27,3.0,Active,Architecture Board,Internal,Project Documentation,Confluence,Annual,2025-12-27
DOC-0617,emp_654,Architecture Team,Data Engineering Core Team,Data Engineering,2026-04-07,2026-05-31,Approved,2026-05-31,1.1,Active,Architecture Team,Restricted,Standard,Git Markdown,Annual,2027-05-31
DOC-0618,emp_325,Project Notes,Security Core Team,Security,2024-09-09,2025-06-21,Draft,,1.1,Superseded,Project Notes,Restricted,Technical Design Document,Confluence,Annual,2026-06-21
DOC-0619,emp_197,Principal Engineer,Data Engineering Core Team,Data Engineering,2022-10-27,2026-05-11,Rejected,,3.0,Draft,Principal Engineer,Restricted,Draft Document,Git Markdown,Annual,2027-05-11
DOC-0620,emp_443,Chief Architect,DevOps Core Team,DevOps,2024-05-31,2026-01-20,Rejected,,3.2,Draft,Chief Architect,Internal,Architecture Decision Record,Confluence,Annual,2027-01-20
DOC-0621,emp_342,Principal Engineer,Engineering Core Team,Engineering,2025-03-31,2025-08-02,Approved,2025-08-02,2.1,Superseded,Principal Engineer,Restricted,Standard,Git Markdown,Annual,2026-08-02
DOC-0622,emp_237,Senior Engineer,Platform Core Team,Platform,2022-10-13,2026-05-23,Approved,2026-05-23,2.2,Active,Senior Engineer,Restricted,Meeting Decision,Confluence,Annual,2027-05-23
DOC-0623,emp_155,Unverified,Platform Core Team,Platform,2025-06-30,2026-06-16,Under Review,,2.2,Draft,Unverified,Restricted,Project Documentation,Git Markdown,Annual,2027-06-16
DOC-0624,emp_153,Architecture Team,Security Core Team,Security,2026-04-06,2026-05-02,Approved,2026-05-02,3.0,Active,Architecture Team,Internal,Engineering Note,Confluence,Annual,2027-05-02
DOC-0625,emp_534,Architecture Team,Platform Core Team,Platform,2024-05-25,2025-02-03,Draft,,2.2,Draft,Architecture Team,Internal,Engineering Note,Git Markdown,Annual,2026-02-03
DOC-0626,emp_582,Senior Architect,Security Core Team,Security,2023-05-16,2026-03-15,Under Review,,2.0,Draft,Senior Architect,Confidential,Policy,Confluence,Annual,2027-03-15
DOC-0627,emp_844,Unverified,Data Engineering Core Team,Data Engineering,2022-06-11,2024-07-29,Rejected,,2.1,Draft,Unverified,Confidential,Engineering Note,Git Markdown,Annual,2025-07-29
DOC-0628,emp_113,Architecture Board,Platform Core Team,Platform,2025-02-04,2026-02-22,Rejected,,2.1,Draft,Architecture Board,Restricted,Deprecated Document,Confluence,Annual,2027-02-22
DOC-0629,emp_494,Chief Architect,Security Core Team,Security,2021-11-29,2022-12-31,Rejected,,3.1,Draft,Chief Architect,Confidential,Draft Document,Git Markdown,Annual,2023-12-31
DOC-0630,emp_348,Architecture Team,Security Core Team,Security,2021-03-12,2026-05-12,Draft,,3.0,Draft,Architecture Team,Internal,Policy,Confluence,Annual,2027-05-12
DOC-0631,emp_112,Senior Architect,Architecture Core Team,Architecture,2025-04-28,2025-06-14,Rejected,,3.0,Draft,Senior Architect,Internal,Technical Design Document,Git Markdown,Annual,2026-06-14
DOC-0632,emp_645,Unverified,DevOps Core Team,DevOps,2024-04-15,2025-02-24,Rejected,,3.0,Draft,Unverified,Public,Standard,Confluence,Annual,2026-02-24
DOC-0633,emp_866,Architecture Team,Platform Core Team,Platform,2024-12-02,2025-10-13,Approved,2025-10-13,2.0,Active,Architecture Team,Public,Standard,Git Markdown,Annual,2026-10-13
DOC-0634,emp_274,Engineer,DevOps Core Team,DevOps,2023-02-07,2024-02-23,Under Review,,1.2,Draft,Engineer,Public,Engineering Note,Confluence,Annual,2025-02-22
DOC-0635,emp_365,Architecture Team,Engineering Core Team,Engineering,2023-06-22,2024-01-31,Under Review,,1.1,Superseded,Architecture Team,Public,Standard,Git Markdown,Annual,2025-01-30
DOC-0636,emp_109,Chief Architect,Security Core Team,Security,2022-06-29,2022-07-13,Approved,2022-07-13,3.0,Superseded,Chief Architect,Confidential,Architecture Decision Record,Confluence,Annual,2023-07-13
DOC-0637,emp_444,Engineer,Security Core Team,Security,2024-10-28,2025-10-14,Draft,,2.2,Draft,Engineer,Confidential,Security Recommendation,Git Markdown,Annual,2026-10-14
DOC-0638,emp_567,Architecture Board,Architecture Core Team,Architecture,2025-01-25,2025-06-16,Approved,2025-06-16,3.1,Active,Architecture Board,Internal,Standard,Confluence,Annual,2026-06-16
DOC-0639,emp_103,Architecture Team,Security Core Team,Security,2021-02-04,2024-08-24,Draft,,3.1,Draft,Architecture Team,Confidential,Security Recommendation,Git Markdown,Annual,2025-08-24
DOC-0640,emp_587,Engineer,Engineering Core Team,Engineering,2025-02-12,2026-03-13,Draft,,3.0,Draft,Engineer,Public,Technical Design Document,Confluence,Annual,2027-03-13
DOC-0641,emp_556,Senior Architect,DevOps Core Team,DevOps,2023-09-15,2025-01-20,Under Review,,3.2,Draft,Senior Architect,Public,Technical Design Document,Git Markdown,Annual,2026-01-20
DOC-0642,emp_325,Principal Engineer,Architecture Core Team,Architecture,2024-09-25,2026-01-25,Under Review,,3.2,Draft,Principal Engineer,Confidential,Meeting Decision,Confluence,Annual,2027-01-25
DOC-0643,emp_486,Senior Engineer,Product Core Team,Product,2024-09-01,2026-06-20,Rejected,,1.1,Draft,Senior Engineer,Public,Standard,Git Markdown,Annual,2027-06-20
DOC-0644,emp_686,Chief Architect,Data Engineering Core Team,Data Engineering,2021-09-18,2026-07-01,Draft,,3.2,Draft,Chief Architect,Public,Security Recommendation,Confluence,Annual,2027-07-01
DOC-0645,emp_889,Senior Engineer,Security Core Team,Security,2025-06-22,2026-06-04,Under Review,,3.2,Draft,Senior Engineer,Internal,Security Recommendation,Git Markdown,Annual,2027-06-04
DOC-0646,emp_611,Architecture Team,Platform Core Team,Platform,2021-10-29,2025-03-13,Draft,,3.2,Draft,Architecture Team,Public,Policy,Confluence,Annual,2026-03-13
DOC-0647,emp_606,Architecture Team,Product Core Team,Product,2024-12-13,2026-01-02,Approved,2026-01-02,2.0,Active,Architecture Team,Internal,Meeting Decision,Git Markdown,Annual,2027-01-02
