citation_id,document_id,cited_document_id,citation_type,citation_context,citation_date
CIT-00517,DOC-0466,DOC-0376,References,DOC-0466 references architectural principles defined in DOC-0376.,2021-08-28
CIT-00518,DOC-0466,DOC-0934,References,DOC-0466 references architectural principles defined in DOC-0934.,2021-08-28
CIT-00519,DOC-0466,DOC-0267,References,DOC-0466 references architectural principles defined in DOC-0267.,2021-08-28
CIT-00520,DOC-0468,DOC-0867,References,DOC-0468 references architectural principles defined in DOC-0867.,2026-06-09
CIT-00521,DOC-0468,DOC-0038,References,DOC-0468 references architectural principles defined in DOC-0038.,2026-06-09
CIT-00522,DOC-0470,DOC-0093,References,DOC-0470 references architectural principles defined in DOC-0093.,2024-10-18
CIT-00523,DOC-0470,DOC-0725,References,DOC-0470 references architectural principles defined in DOC-0725.,2024-10-18
CIT-00524,DOC-0472,DOC-0257,References,DOC-0472 references architectural principles defined in DOC-0257.,2025-02-01
CIT-00525,DOC-0473,DOC-0464,References,DOC-0473 references architectural principles defined in DOC-0464.,2024-08-01
CIT-00526,DOC-0473,DOC-0153,References,DOC-0473 references architectural principles defined in DOC-0153.,2024-08-01
CIT-00527,DOC-0473,DOC-0301,References,DOC-0473 references architectural principles defined in DOC-0301.,2024-08-01
CIT-00528,DOC-0474,DOC-0286,References,DOC-0474 references architectural principles defined in DOC-0286.,2022-09-15
CIT-00529,DOC-0474,DOC-0892,References,DOC-0474 references architectural principles defined in DOC-0892.,2022-09-15
CIT-00530,DOC-0474,DOC-0938,References,DOC-0474 references architectural principles defined in DOC-0938.,2022-09-15
CIT-00531,DOC-0474,DOC-0191,References,DOC-0474 references architectural principles defined in DOC-0191.,2022-09-15
CIT-00532,DOC-0475,DOC-0171,References,DOC-0475 references architectural principles defined in DOC-0171.,2026-02-01
CIT-00533,DOC-0475,DOC-0534,References,DOC-0475 references architectural principles defined in DOC-0534.,2026-02-01
CIT-00534,DOC-0475,DOC-0069,References,DOC-0475 references architectural principles defined in DOC-0069.,2026-02-01
CIT-00535,DOC-0476,DOC-0636,References,DOC-0476 references architectural principles defined in DOC-0636.,2023-02-04
CIT-00536,DOC-0477,DOC-0296,References,DOC-0477 references architectural principles defined in DOC-0296.,2024-07-27
CIT-00537,DOC-0477,DOC-0562,References,DOC-0477 references architectural principles defined in DOC-0562.,2024-07-27
CIT-00538,DOC-0480,DOC-0828,References,DOC-0480 references architectural principles defined in DOC-0828.,2021-08-27
CIT-00539,DOC-0483,DOC-0276,References,DOC-0483 references architectural principles defined in DOC-0276.,02/28/2026
CIT-00540,DOC-0485,DOC-0798,References,DOC-0485 references architectural principles defined in DOC-0798.,2025-10-10
CIT-00541,DOC-0489,DOC-0252,References,DOC-0489 references architectural principles defined in DOC-0252.,2022-11-25
CIT-00542,DOC-0489,DOC-0806,References,DOC-0489 references architectural principles defined in DOC-0806.,2022-11-25
CIT-00543,DOC-0490,DOC-0785,References,DOC-0490 references architectural principles defined in DOC-0785.,2026-04-30
CIT-00544,DOC-0490,DOC-0279,References,DOC-0490 references architectural principles defined in DOC-0279.,2026-04-30
CIT-00545,DOC-0492,DOC-0404,References,DOC-0492 references architectural principles defined in DOC-0404.,2024-09-17
CIT-00546,DOC-0493,DOC-0481,References,DOC-0493 references architectural principles defined in DOC-0481.,2023-06-26
CIT-00547,DOC-0494,DOC-0248,References,DOC-0494 references architectural principles defined in DOC-0248.,2024-03-11
CIT-00548,DOC-0494,DOC-0883,References,DOC-0494 references architectural principles defined in DOC-0883.,2024-03-11
CIT-00549,DOC-0496,DOC-0474,References,DOC-0496 references architectural principles defined in DOC-0474.,2023-05-27
CIT-00550,DOC-0496,DOC-0252,References,DOC-0496 references architectural principles defined in DOC-0252.,2023-05-27
CIT-00551,DOC-0496,DOC-0466,References,DOC-0496 references architectural principles defined in DOC-0466.,2023-05-27
CIT-00552,DOC-0497,DOC-0731,References,DOC-0497 references architectural principles defined in DOC-0731.,2021-12-14
CIT-00553,DOC-0498,DOC-0069,References,DOC-0498 references architectural principles defined in DOC-0069.,2021-07-20
CIT-00554,DOC-0500,DOC-0472,References,DOC-0500 references architectural principles defined in DOC-0472.,2021-07-14
CIT-00555,DOC-0500,DOC-0542,References,DOC-0500 references architectural principles defined in DOC-0542.,2021-07-14
CIT-00556,DOC-0500,DOC-0819,References,DOC-0500 references architectural principles defined in DOC-0819.,2021-07-14
CIT-00557,DOC-0513,DOC-0171,References,DOC-0513 references architectural principles defined in DOC-0171.,2021-01-07
CIT-00558,DOC-0513,DOC-0516,References,DOC-0513 references architectural principles defined in DOC-0516.,2021-01-07
CIT-00559,DOC-0513,DOC-0879,References,DOC-0513 references architectural principles defined in DOC-0879.,2021-01-07
CIT-00560,DOC-0513,DOC-0512,References,DOC-0513 references architectural principles defined in DOC-0512.,2021-01-07
CIT-00561,DOC-0514,DOC-0212,References,DOC-0514 references architectural principles defined in DOC-0212.,2025-11-24
CIT-00562,DOC-0515,DOC-0863,References,DOC-0515 references architectural principles defined in DOC-0863.,2022-04-05
CIT-00563,DOC-0515,DOC-0306,References,DOC-0515 references architectural principles defined in DOC-0306.,2022-04-05
CIT-00564,DOC-0515,DOC-0119,References,DOC-0515 references architectural principles defined in DOC-0119.,2022-04-05
CIT-00565,DOC-0518,DOC-0025,References,DOC-0518 references architectural principles defined in DOC-0025.,2025-06-11
CIT-00566,DOC-0518,DOC-0323,References,DOC-0518 references architectural principles defined in DOC-0323.,2025-06-11
CIT-00567,DOC-0518,DOC-0499,References,DOC-0518 references architectural principles defined in DOC-0499.,2025-06-11
CIT-00568,DOC-0519,DOC-0221,References,DOC-0519 references architectural principles defined in DOC-0221.,2025-11-20
CIT-00569,DOC-0522,DOC-0665,References,DOC-0522 references architectural principles defined in DOC-0665.,2025-03-12
CIT-00570,DOC-0522,DOC-0813,References,DOC-0522 references architectural principles defined in DOC-0813.,2025-03-12
CIT-00571,DOC-0523,DOC-0146,References,DOC-0523 references architectural principles defined in DOC-0146.,2021-04-19
CIT-00572,DOC-0523,DOC-0017,References,DOC-0523 references architectural principles defined in DOC-0017.,2021-04-19
CIT-00573,DOC-0526,DOC-0478,References,DOC-0526 references architectural principles defined in DOC-0478.,2023-03-19
CIT-00574,DOC-0526,DOC-0730,References,DOC-0526 references architectural principles defined in DOC-0730.,2023-03-19
CIT-00575,DOC-0526,DOC-0477,References,DOC-0526 references architectural principles defined in DOC-0477.,2023-03-19
CIT-00576,DOC-0526,DOC-0381,References,DOC-0526 references architectural principles defined in DOC-0381.,2023-03-19
CIT-00577,DOC-0530,DOC-0919,References,DOC-0530 references architectural principles defined in DOC-0919.,2024-02-28
CIT-00578,DOC-0530,DOC-0656,References,DOC-0530 references architectural principles defined in DOC-0656.,2024-02-28
CIT-00579,DOC-0532,DOC-0359,References,DOC-0532 references architectural principles defined in DOC-0359.,2024-03-10
CIT-00580,DOC-0534,DOC-0080,References,DOC-0534 references architectural principles defined in DOC-0080.,2025-04-01
CIT-00581,DOC-0534,DOC-0613,References,DOC-0534 references architectural principles defined in DOC-0613.,2025-04-01
CIT-00582,DOC-0534,DOC-0302,References,DOC-0534 references architectural principles defined in DOC-0302.,2025-04-01
CIT-00583,DOC-0534,DOC-0364,References,DOC-0534 references architectural principles defined in DOC-0364.,2025-04-01
CIT-00584,DOC-0537,DOC-0070,References,DOC-0537 references architectural principles defined in DOC-0070.,2024-08-23
CIT-00585,DOC-0537,DOC-0361,References,DOC-0537 references architectural principles defined in DOC-0361.,2024-08-23
CIT-00586,DOC-0537,DOC-0340,References,DOC-0537 references architectural principles defined in DOC-0340.,2024-08-23
CIT-00587,DOC-0537,DOC-0199,References,DOC-0537 references architectural principles defined in DOC-0199.,2024-08-23
CIT-00588,DOC-0538,DOC-0012,References,DOC-0538 references architectural principles defined in DOC-0012.,2026-05-28
CIT-00589,DOC-0538,DOC-0104,References,DOC-0538 references architectural principles defined in DOC-0104.,2026-05-28
CIT-00590,DOC-0539,DOC-0062,References,DOC-0539 references architectural principles defined in DOC-0062.,06/29/2026
CIT-00591,DOC-0539,DOC-0026,References,DOC-0539 references architectural principles defined in DOC-0026.,06/29/2026
CIT-00592,DOC-0539,DOC-0522,References,DOC-0539 references architectural principles defined in DOC-0522.,06/29/2026
CIT-00593,DOC-0540,DOC-0025,References,DOC-0540 references architectural principles defined in DOC-0025.,2023-12-18
CIT-00594,DOC-0540,DOC-0460,References,DOC-0540 references architectural principles defined in DOC-0460.,2023-12-18
CIT-00595,DOC-0540,DOC-0414,References,DOC-0540 references architectural principles defined in DOC-0414.,2023-12-18
CIT-00596,DOC-0541,DOC-0356,References,DOC-0541 references architectural principles defined in DOC-0356.,2021-02-12
CIT-00597,DOC-0541,DOC-0637,References,DOC-0541 references architectural principles defined in DOC-0637.,2021-02-12
CIT-00598,DOC-0541,DOC-0335,References,DOC-0541 references architectural principles defined in DOC-0335.,2021-02-12
CIT-00599,DOC-0541,DOC-0292,References,DOC-0541 references architectural principles defined in DOC-0292.,2021-02-12
CIT-00600,DOC-0542,DOC-0905,References,DOC-0542 references architectural principles defined in DOC-0905.,2026-05-20
CIT-00601,DOC-0546,DOC-0992,References,DOC-0546 references architectural principles defined in DOC-0992.,2021-08-04
CIT-00602,DOC-0547,DOC-0339,References,DOC-0547 references architectural principles defined in DOC-0339.,2022-11-17
CIT-00603,DOC-0547,DOC-0677,References,DOC-0547 references architectural principles defined in DOC-0677.,2022-11-17
CIT-00604,DOC-0547,DOC-0732,References,DOC-0547 references architectural principles defined in DOC-0732.,2022-11-17
CIT-00605,DOC-0547,DOC-0451,References,DOC-0547 references architectural principles defined in DOC-0451.,2022-11-17
CIT-00606,DOC-0550,DOC-0096,References,DOC-0550 references architectural principles defined in DOC-0096.,2026-01-23
CIT-00607,DOC-0550,DOC-0632,References,DOC-0550 references architectural principles defined in DOC-0632.,2026-01-23
CIT-00608,DOC-0551,DOC-0226,References,DOC-0551 references architectural principles defined in DOC-0226.,2026-01-18
CIT-00609,DOC-0551,DOC-0043,References,DOC-0551 references architectural principles defined in DOC-0043.,2026-01-18
CIT-00610,DOC-0551,DOC-0046,References,DOC-0551 references architectural principles defined in DOC-0046.,2026-01-18
CIT-00611,DOC-0551,DOC-0311,References,DOC-0551 references architectural principles defined in DOC-0311.,2026-01-18
CIT-00612,DOC-0552,DOC-0200,References,DOC-0552 references architectural principles defined in DOC-0200.,2025-12-10
CIT-00613,DOC-0552,DOC-0429,References,DOC-0552 references architectural principles defined in DOC-0429.,2025-12-10
CIT-00614,DOC-0556,DOC-0939,References,DOC-0556 references architectural principles defined in DOC-0939.,2024-12-28
CIT-00615,DOC-0556,DOC-0216,References,DOC-0556 references architectural principles defined in DOC-0216.,2024-12-28
CIT-00616,DOC-0556,ADR-001,References,DOC-0556 references architectural principles defined in ADR-001.,2024-12-28
CIT-00617,DOC-0558,DOC-0272,References,DOC-0558 references architectural principles defined in DOC-0272.,2021-09-22
CIT-00618,DOC-0561,DOC-0948,References,DOC-0561 references architectural principles defined in DOC-0948.,2024-03-04
CIT-00619,DOC-0561,DOC-0689,References,DOC-0561 references architectural principles defined in DOC-0689.,2024-03-04
CIT-00620,DOC-0563,DOC-0832,References,DOC-0563 references architectural principles defined in DOC-0832.,2024-02-24
CIT-00621,DOC-0563,DOC-0921,References,DOC-0563 references architectural principles defined in DOC-0921.,2024-02-24
CIT-00622,DOC-0563,DOC-0351,References,DOC-0563 references architectural principles defined in DOC-0351.,2024-02-24
CIT-00623,DOC-0563,DOC-0632,References,DOC-0563 references architectural principles defined in DOC-0632.,2024-02-24
CIT-00624,DOC-0565,DOC-0979,References,DOC-0565 references architectural principles defined in DOC-0979.,2022-01-05
CIT-00625,DOC-0565,DOC-0980,References,DOC-0565 references architectural principles defined in DOC-0980.,2022-01-05
CIT-00626,DOC-0565,DOC-0265,References,DOC-0565 references architectural principles defined in DOC-0265.,2022-01-05
CIT-00627,DOC-0565,DOC-0591,References,DOC-0565 references architectural principles defined in DOC-0591.,2022-01-05
CIT-00628,DOC-0569,DOC-0540,References,DOC-0569 references architectural principles defined in DOC-0540.,2023-07-03
CIT-00629,DOC-0569,DOC-0160,References,DOC-0569 references architectural principles defined in DOC-0160.,2023-07-03
CIT-00630,DOC-0569,DOC-0684,References,DOC-0569 references architectural principles defined in DOC-0684.,2023-07-03
CIT-00631,DOC-0573,DOC-0232,References,DOC-0573 references architectural principles defined in DOC-0232.,2024-10-09
CIT-00632,DOC-0573,DOC-0835,References,DOC-0573 references architectural principles defined in DOC-0835.,2024-10-09
CIT-00633,DOC-0574,DOC-0279,References,DOC-0574 references architectural principles defined in DOC-0279.,2025-08-22
CIT-00634,DOC-0574,DOC-0337,References,DOC-0574 references architectural principles defined in DOC-0337.,2025-08-22
CIT-00635,DOC-0574,DOC-0963,References,DOC-0574 references architectural principles defined in DOC-0963.,2025-08-22
CIT-00636,DOC-0574,DOC-0522,References,DOC-0574 references architectural principles defined in DOC-0522.,2025-08-22
CIT-00637,DOC-0575,DOC-0053,References,DOC-0575 references architectural principles defined in DOC-0053.,2022-01-28
CIT-00638,DOC-0575,DOC-0975,References,DOC-0575 references architectural principles defined in DOC-0975.,2022-01-28
CIT-00639,DOC-0575,DOC-0606,References,DOC-0575 references architectural principles defined in DOC-0606.,2022-01-28
CIT-00640,DOC-0575,DOC-0308,References,DOC-0575 references architectural principles defined in DOC-0308.,2022-01-28
CIT-00641,DOC-0577,DOC-0569,References,DOC-0577 references architectural principles defined in DOC-0569.,2025-03-08
CIT-00642,DOC-0577,DOC-0229,References,DOC-0577 references architectural principles defined in DOC-0229.,2025-03-08
CIT-00643,DOC-0579,DOC-0476,References,DOC-0579 references architectural principles defined in DOC-0476.,2026-02-24
CIT-00644,DOC-0579,DOC-0927,References,DOC-0579 references architectural principles defined in DOC-0927.,2026-02-24
CIT-00645,DOC-0580,DOC-0715,References,DOC-0580 references architectural principles defined in DOC-0715.,2021-12-03
CIT-00646,DOC-0582,DOC-0430,References,DOC-0582 references architectural principles defined in DOC-0430.,2023-02-12
CIT-00647,DOC-0582,DOC-0581,References,DOC-0582 references architectural principles defined in DOC-0581.,2023-02-12
CIT-00648,DOC-0582,DOC-0340,References,DOC-0582 references architectural principles defined in DOC-0340.,2023-02-12
CIT-00649,DOC-0582,DOC-0307,References,DOC-0582 references architectural principles defined in DOC-0307.,2023-02-12
CIT-00650,DOC-0583,DOC-0639,References,DOC-0583 references architectural principles defined in DOC-0639.,2025-10-07
CIT-00651,DOC-0583,DOC-0493,References,DOC-0583 references architectural principles defined in DOC-0493.,2025-10-07
CIT-00652,DOC-0588,DOC-0835,References,DOC-0588 references architectural principles defined in DOC-0835.,2021-11-29
CIT-00653,DOC-0588,DOC-0443,References,DOC-0588 references architectural principles defined in DOC-0443.,2021-11-29
CIT-00654,DOC-0588,DOC-0158,References,DOC-0588 references architectural principles defined in DOC-0158.,2021-11-29
CIT-00655,DOC-0588,DOC-0425,References,DOC-0588 references architectural principles defined in DOC-0425.,2021-11-29
CIT-00656,DOC-0590,DOC-0122,References,DOC-0590 references architectural principles defined in DOC-0122.,2026-02-13
CIT-00657,DOC-0590,DOC-0316,References,DOC-0590 references architectural principles defined in DOC-0316.,2026-02-13
CIT-00658,DOC-0590,DOC-0242,References,DOC-0590 references architectural principles defined in DOC-0242.,2026-02-13
CIT-00659,DOC-0594,DOC-0416,References,DOC-0594 references architectural principles defined in DOC-0416.,2026-06-07
CIT-00660,DOC-0594,DOC-0441,References,DOC-0594 references architectural principles defined in DOC-0441.,2026-06-07
CIT-00661,DOC-0596,DOC-0345,References,DOC-0596 references architectural principles defined in DOC-0345.,2023-07-15
CIT-00662,DOC-0596,DOC-0164,References,DOC-0596 references architectural principles defined in DOC-0164.,2023-07-15
CIT-00663,DOC-0600,DOC-0816,References,DOC-0600 references architectural principles defined in DOC-0816.,2026-02-12
CIT-00664,DOC-0602,DOC-0505,References,DOC-0602 references architectural principles defined in DOC-0505.,2022-03-06
CIT-00665,DOC-0602,DOC-0919,References,DOC-0602 references architectural principles defined in DOC-0919.,2022-03-06
CIT-00666,DOC-0602,DOC-0095,References,DOC-0602 references architectural principles defined in DOC-0095.,2022-03-06
CIT-00667,DOC-0602,DOC-0957,References,DOC-0602 references architectural principles defined in DOC-0957.,2022-03-06
CIT-00668,DOC-0607,DOC-0034,References,DOC-0607 references architectural principles defined in DOC-0034.,2021-11-22
CIT-00669,DOC-0607,DOC-0137,References,DOC-0607 references architectural principles defined in DOC-0137.,2021-11-22
CIT-00670,DOC-0608,DOC-0696,References,DOC-0608 references architectural principles defined in DOC-0696.,2026-02-08
CIT-00671,DOC-0608,DOC-0703,References,DOC-0608 references architectural principles defined in DOC-0703.,2026-02-08
CIT-00672,DOC-0608,DOC-0941,References,DOC-0608 references architectural principles defined in DOC-0941.,2026-02-08
CIT-00673,DOC-0610,DOC-0042,References,DOC-0610 references architectural principles defined in DOC-0042.,2022-07-15
CIT-00674,DOC-0611,DOC-0339,References,DOC-0611 references architectural principles defined in DOC-0339.,04/20/2023
CIT-00675,DOC-0611,DOC-0103,References,DOC-0611 references architectural principles defined in DOC-0103.,04/20/2023
CIT-00676,DOC-0611,DOC-0040,References,DOC-0611 references architectural principles defined in DOC-0040.,04/20/2023
CIT-00677,DOC-0613,DOC-0630,References,DOC-0613 references architectural principles defined in DOC-0630.,2025-01-01
CIT-00678,DOC-0614,DOC-0809,References,DOC-0614 references architectural principles defined in DOC-0809.,2024-10-19
CIT-00679,DOC-0614,DOC-0175,References,DOC-0614 references architectural principles defined in DOC-0175.,2024-10-19
CIT-00680,DOC-0618,DOC-0631,References,DOC-0618 references architectural principles defined in DOC-0631.,2024-09-09
CIT-00681,DOC-0618,DOC-0857,References,DOC-0618 references architectural principles defined in DOC-0857.,2024-09-09
CIT-00682,DOC-0618,DOC-0539,References,DOC-0618 references architectural principles defined in DOC-0539.,2024-09-09
CIT-00683,DOC-0619,DOC-0142,References,DOC-0619 references architectural principles defined in DOC-0142.,2022-10-27
CIT-00684,DOC-0619,DOC-0067,References,DOC-0619 references architectural principles defined in DOC-0067.,2022-10-27
CIT-00685,DOC-0619,DOC-0474,References,DOC-0619 references architectural principles defined in DOC-0474.,2022-10-27
CIT-00686,DOC-0621,DOC-0509,References,DOC-0621 references architectural principles defined in DOC-0509.,2025-03-31
CIT-00687,DOC-0624,DOC-0681,References,DOC-0624 references architectural principles defined in DOC-0681.,2026-04-06
CIT-00688,DOC-0624,DOC-0167,References,DOC-0624 references architectural principles defined in DOC-0167.,2026-04-06
CIT-00689,DOC-0624,DOC-0712,References,DOC-0624 references architectural principles defined in DOC-0712.,2026-04-06
CIT-00690,DOC-0628,DOC-0429,References,DOC-0628 references architectural principles defined in DOC-0429.,2025-02-04
CIT-00691,DOC-0628,DOC-0827,References,DOC-0628 references architectural principles defined in DOC-0827.,2025-02-04
CIT-00692,DOC-0628,DOC-0953,References,DOC-0628 references architectural principles defined in DOC-0953.,2025-02-04
CIT-00693,DOC-0628,DOC-0241,References,DOC-0628 references architectural principles defined in DOC-0241.,2025-02-04
CIT-00694,DOC-0632,DOC-0153,References,DOC-0632 references architectural principles defined in DOC-0153.,2024-04-15
CIT-00695,DOC-0632,DOC-0721,References,DOC-0632 references architectural principles defined in DOC-0721.,2024-04-15
CIT-00696,DOC-0632,DOC-0159,References,DOC-0632 references architectural principles defined in DOC-0159.,2024-04-15
CIT-00697,DOC-0632,DOC-0038,References,DOC-0632 references architectural principles defined in DOC-0038.,2024-04-15
CIT-00698,DOC-0633,DOC-0152,References,DOC-0633 references architectural principles defined in DOC-0152.,2024-12-02
CIT-00699,DOC-0634,DOC-0130,References,DOC-0634 references architectural principles defined in DOC-0130.,2023-02-07
CIT-00700,DOC-0634,DOC-0153,References,DOC-0634 references architectural principles defined in DOC-0153.,2023-02-07
CIT-00701,DOC-0634,DOC-0741,References,DOC-0634 references architectural principles defined in DOC-0741.,2023-02-07
CIT-00702,DOC-0634,DOC-0076,References,DOC-0634 references architectural principles defined in DOC-0076.,2023-02-07
CIT-00703,DOC-0635,DOC-0705,References,DOC-0635 references architectural principles defined in DOC-0705.,2023-06-22
CIT-00704,DOC-0635,DOC-0328,References,DOC-0635 references architectural principles defined in DOC-0328.,2023-06-22
CIT-00705,DOC-0635,DOC-0594,References,DOC-0635 references architectural principles defined in DOC-0594.,2023-06-22
CIT-00706,DOC-0636,DOC-0446,References,DOC-0636 references architectural principles defined in DOC-0446.,2022-06-29
CIT-00707,DOC-0636,DOC-0420,References,DOC-0636 references architectural principles defined in DOC-0420.,2022-06-29
CIT-00708,DOC-0636,DOC-0126,References,DOC-0636 references architectural principles defined in DOC-0126.,2022-06-29
CIT-00709,DOC-0636,DOC-0953,References,DOC-0636 references architectural principles defined in DOC-0953.,2022-06-29
CIT-00710,DOC-0642,DOC-0672,References,DOC-0642 references architectural principles defined in DOC-0672.,2024-09-25
CIT-00711,DOC-0642,DOC-0035,References,DOC-0642 references architectural principles defined in DOC-0035.,2024-09-25
CIT-00712,DOC-0642,DOC-0373,References,DOC-0642 references architectural principles defined in DOC-0373.,2024-09-25
CIT-00713,DOC-0642,DOC-0161,References,DOC-0642 references architectural principles defined in DOC-0161.,2024-09-25
CIT-00714,DOC-0643,DOC-0068,References,DOC-0643 references architectural principles defined in DOC-0068.,2024-09-01
CIT-00715,DOC-0643,DOC-0051,References,DOC-0643 references architectural principles defined in DOC-0051.,2024-09-01
CIT-00716,DOC-0643,DOC-0033,References,DOC-0643 references architectural principles defined in DOC-0033.,2024-09-01
CIT-00717,DOC-0646,DOC-0475,References,DOC-0646 references architectural principles defined in DOC-0475.,2021-10-29
CIT-00718,DOC-0646,DOC-0675,References,DOC-0646 references architectural principles defined in DOC-0675.,2021-10-29
CIT-00719,DOC-0646,DOC-0990,References,DOC-0646 references architectural principles defined in DOC-0990.,2021-10-29
CIT-00720,DOC-0646,DOC-0408,References,DOC-0646 references architectural principles defined in DOC-0408.,2021-10-29
CIT-00721,DOC-0657,DOC-0978,References,DOC-0657 references architectural principles defined in DOC-0978.,2023-05-17
CIT-00722,DOC-0657,DOC-0257,References,DOC-0657 references architectural principles defined in DOC-0257.,2023-05-17
CIT-00723,DOC-0661,DOC-0246,References,DOC-0661 references architectural principles defined in DOC-0246.,2022-11-06
CIT-00724,DOC-0661,DOC-0526,References,DOC-0661 references architectural principles defined in DOC-0526.,2022-11-06
CIT-00725,DOC-0671,DOC-0108,References,DOC-0671 references architectural principles defined in DOC-0108.,2021-07-27
CIT-00726,DOC-0675,DOC-0697,References,DOC-0675 references architectural principles defined in DOC-0697.,2025-06-12
CIT-00727,DOC-0675,DOC-0879,References,DOC-0675 references architectural principles defined in DOC-0879.,2025-06-12
CIT-00728,DOC-0691,DOC-0019,References,DOC-0691 references architectural principles defined in DOC-0019.,2022-01-22
CIT-00729,DOC-0691,DOC-0418,References,DOC-0691 references architectural principles defined in DOC-0418.,2022-01-22
CIT-00730,DOC-0691,DOC-0604,References,DOC-0691 references architectural principles defined in DOC-0604.,2022-01-22
CIT-00731,DOC-0699,DOC-0855,References,DOC-0699 references architectural principles defined in DOC-0855.,2025-07-27
CIT-00732,DOC-0699,DOC-0606,References,DOC-0699 references architectural principles defined in DOC-0606.,2025-07-27
CIT-00733,DOC-0699,DOC-0229,References,DOC-0699 references architectural principles defined in DOC-0229.,2025-07-27
CIT-00734,DOC-0701,DOC-0837,References,DOC-0701 references architectural principles defined in DOC-0837.,2025-01-04
CIT-00735,DOC-0702,DOC-0405,References,DOC-0702 references architectural principles defined in DOC-0405.,2023-01-10
CIT-00736,DOC-0702,DOC-0272,References,DOC-0702 references architectural principles defined in DOC-0272.,2023-01-10
CIT-00737,DOC-0702,DOC-0005,References,DOC-0702 references architectural principles defined in DOC-0005.,2023-01-10
CIT-00738,DOC-0704,DOC-0245,References,DOC-0704 references architectural principles defined in DOC-0245.,2021-06-07
CIT-00739,DOC-0704,DOC-0407,References,DOC-0704 references architectural principles defined in DOC-0407.,2021-06-07
CIT-00740,DOC-0704,DOC-0003,References,DOC-0704 references architectural principles defined in DOC-0003.,2021-06-07
CIT-00741,DOC-0704,DOC-0441,References,DOC-0704 references architectural principles defined in DOC-0441.,2021-06-07
CIT-00742,DOC-0705,DOC-0822,References,DOC-0705 references architectural principles defined in DOC-0822.,2022-08-11
CIT-00743,DOC-0710,DOC-0788,References,DOC-0710 references architectural principles defined in DOC-0788.,2022-10-07
CIT-00744,DOC-0710,DOC-0615,References,DOC-0710 references architectural principles defined in DOC-0615.,2022-10-07
CIT-00745,DOC-0710,DOC-0680,References,DOC-0710 references architectural principles defined in DOC-0680.,2022-10-07
CIT-00746,DOC-0711,DOC-0547,References,DOC-0711 references architectural principles defined in DOC-0547.,2023-09-04
CIT-00747,DOC-0711,DOC-0678,References,DOC-0711 references architectural principles defined in DOC-0678.,2023-09-04
CIT-00748,DOC-0716,DOC-0182,References,DOC-0716 references architectural principles defined in DOC-0182.,2023-11-03
CIT-00749,DOC-0716,DOC-0559,References,DOC-0716 references architectural principles defined in DOC-0559.,2023-11-03
CIT-00750,DOC-0716,DOC-0672,References,DOC-0716 references architectural principles defined in DOC-0672.,2023-11-03
CIT-00751,DOC-0717,DOC-0082,References,DOC-0717 references architectural principles defined in DOC-0082.,2024-03-13
CIT-00752,DOC-0717,DOC-0337,References,DOC-0717 references architectural principles defined in DOC-0337.,2024-03-13
CIT-00753,DOC-0717,DOC-0663,References,DOC-0717 references architectural principles defined in DOC-0663.,2024-03-13
CIT-00754,DOC-0717,DOC-0252,References,DOC-0717 references architectural principles defined in DOC-0252.,2024-03-13
CIT-00755,DOC-0719,DOC-0954,References,DOC-0719 references architectural principles defined in DOC-0954.,2021-03-20
CIT-00756,DOC-0719,DOC-0768,References,DOC-0719 references architectural principles defined in DOC-0768.,2021-03-20
CIT-00757,DOC-0721,DOC-0688,References,DOC-0721 references architectural principles defined in DOC-0688.,2025-11-25
CIT-00758,DOC-0721,DOC-0264,References,DOC-0721 references architectural principles defined in DOC-0264.,2025-11-25
CIT-00759,DOC-0721,DOC-0426,References,DOC-0721 references architectural principles defined in DOC-0426.,2025-11-25
CIT-00760,DOC-0722,DOC-0209,References,DOC-0722 references architectural principles defined in DOC-0209.,2026-04-14
CIT-00761,DOC-0722,DOC-0747,References,DOC-0722 references architectural principles defined in DOC-0747.,2026-04-14
CIT-00762,DOC-0722,DOC-0168,References,DOC-0722 references architectural principles defined in DOC-0168.,2026-04-14
CIT-00763,DOC-0722,DOC-0371,References,DOC-0722 references architectural principles defined in DOC-0371.,2026-04-14
CIT-00764,DOC-0723,DOC-0317,References,DOC-0723 references architectural principles defined in DOC-0317.,06/16/2024
CIT-00765,DOC-0723,DOC-0556,References,DOC-0723 references architectural principles defined in DOC-0556.,06/16/2024
CIT-00766,DOC-0723,DOC-0709,References,DOC-0723 references architectural principles defined in DOC-0709.,06/16/2024
CIT-00767,DOC-0725,DOC-0895,References,DOC-0725 references architectural principles defined in DOC-0895.,2025-05-05
CIT-00768,DOC-0725,DOC-0125,References,DOC-0725 references architectural principles defined in DOC-0125.,2025-05-05
CIT-00769,DOC-0727,DOC-0068,References,DOC-0727 references architectural principles defined in DOC-0068.,2022-08-07
CIT-00770,DOC-0727,DOC-0798,References,DOC-0727 references architectural principles defined in DOC-0798.,2022-08-07
CIT-00771,DOC-0730,DOC-0117,References,DOC-0730 references architectural principles defined in DOC-0117.,10/10/2024
CIT-00772,DOC-0730,DOC-0784,References,DOC-0730 references architectural principles defined in DOC-0784.,10/10/2024
CIT-00773,DOC-0732,DOC-0524,References,DOC-0732 references architectural principles defined in DOC-0524.,2023-11-26
CIT-00774,DOC-0732,DOC-0126,References,DOC-0732 references architectural principles defined in DOC-0126.,2023-11-26
